,Unnamed: 0,nature,type,id,description,cwe_counts,cwe_id,repos
590,3,ParentOf,base,1173,Improper Use of Validation Framework,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
591,4,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
592,5,ParentOf,base,1285,"Improper Validation of Specified Index, Position, or Offset in Input",49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
593,6,ParentOf,base,1286,Improper Validation of Syntactic Correctness of Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
594,7,ParentOf,base,1287,Improper Validation of Specified Type of Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
595,8,ParentOf,base,1288,Improper Validation of Consistency within Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
596,9,ParentOf,base,1289,Improper Validation of Unsafe Equivalence in Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
597,10,PeerOf,class,345,Insufficient Verification of Data Authenticity,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
598,11,CanPrecede,base,22,Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
599,12,CanPrecede,base,41,Improper Resolution of Path Equivalence,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
600,13,CanPrecede,class,74,Improper Neutralization of Special Elements in Output Used by a Downstream Component ('Injection'),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
601,14,CanPrecede,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
602,15,CanPrecede,base,770,Allocation of Resources Without Limits or Throttling,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
603,16,MemberOf,view,1003,Weaknesses for Simplified Mapping of Published Vulnerabilities,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
604,17,ParentOf,variant,129,Improper Validation of Array Index,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
605,18,ParentOf,base,1284,Improper Validation of Specified Quantity in Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
606,19,MemberOf,category,1019,Validate Inputs,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
607,20,ParentOf,base,15,External Control of System or Configuration Setting,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
608,21,ParentOf,base,73,External Control of File Name or Path,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
609,22,ParentOf,variant,102,Struts: Duplicate Validation Forms,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
610,23,ParentOf,variant,103,Struts: Incomplete validate() Method Definition,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
611,24,ParentOf,variant,104,Struts: Form Bean Does Not Extend Validation Class,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
612,25,ParentOf,variant,105,Struts: Form Field Without Validator,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
613,26,ParentOf,variant,106,Struts: Plug-in Framework not in Use,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
614,27,ParentOf,variant,107,Struts: Unused Validation Form,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
615,28,ParentOf,variant,108,Struts: Unvalidated Action Form,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
616,29,ParentOf,variant,109,Struts: Validator Turned Off,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
617,30,ParentOf,variant,110,Struts: Validator Without Form Field,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
618,31,ParentOf,variant,111,Direct Use of Unsafe JNI,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
619,32,ParentOf,base,112,Missing XML Validation,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
620,33,ParentOf,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
621,34,ParentOf,class,114,Process Control,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
622,35,ParentOf,base,117,Improper Output Neutralization for Logs,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
623,36,ParentOf,class,119,Improper Restriction of Operations within the Bounds of a Memory Buffer,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
624,37,ParentOf,base,120,Buffer Copy without Checking Size of Input ('Classic Buffer Overflow'),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
625,38,ParentOf,base,134,Use of Externally-Controlled Format String,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
626,39,ParentOf,base,170,Improper Null Termination,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
627,40,ParentOf,base,190,Integer Overflow or Wraparound,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
628,41,ParentOf,base,466,Return of Pointer Value Outside of Expected Range,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
629,42,ParentOf,base,470,Use of Externally-Controlled Input to Select Classes or Code ('Unsafe Reflection'),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
630,43,ParentOf,variant,785,Use of Path Manipulation Function without Maximum-sized Buffer,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
631,44,MemberOf,view,635,Weaknesses Originally Used by NVD from 2008 to 2016,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
632,45,MemberOf,category,722,OWASP Top Ten 2004 Category A1 - Unvalidated Input,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
633,46,MemberOf,category,738,CERT C Secure Coding Standard (2008) Chapter 5 - Integers (INT),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
634,47,MemberOf,category,742,CERT C Secure Coding Standard (2008) Chapter 9 - Memory Management (MEM),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
635,48,MemberOf,category,746,CERT C Secure Coding Standard (2008) Chapter 13 - Error Handling (ERR),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
636,49,MemberOf,category,747,CERT C Secure Coding Standard (2008) Chapter 14 - Miscellaneous (MSC),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
637,50,MemberOf,category,751,2009 Top 25 - Insecure Interaction Between Components,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
638,51,MemberOf,category,872,CERT C++ Secure Coding Section 04 - Integers (INT),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
639,52,MemberOf,category,876,CERT C++ Secure Coding Section 08 - Memory Management (MEM),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
640,53,MemberOf,category,883,CERT C++ Secure Coding Section 49 - Miscellaneous (MSC),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
641,54,MemberOf,category,994,SFP Secondary Cluster: Tainted Input to Variable,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
642,55,MemberOf,category,1005,7PK - Input Validation and Representation,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
643,56,MemberOf,category,1163,SEI CERT C Coding Standard - Guidelines 09. Input Output (FIO),49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
644,57,MemberOf,view,1200,Weaknesses in the 2019 CWE Top 25 Most Dangerous Software Errors,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
645,58,MemberOf,view,1337,Weaknesses in the 2021 CWE Top 25 Most Dangerous Software Weaknesses,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
646,59,MemberOf,category,1347,OWASP Top Ten 2021 Category A03:2021 - Injection,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
647,60,MemberOf,view,1350,Weaknesses in the 2020 CWE Top 25 Most Dangerous Software Weaknesses,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
648,61,MemberOf,category,1382,ICS Operations (& Maintenance): Emerging Energy Technologies,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
649,62,MemberOf,view,1387,Weaknesses in the 2022 CWE Top 25 Most Dangerous Software Weaknesses,49,20,"['danswerai', 'DIGITS', 'open-webui', 'fastapi', 'bokeh', 'nalp', 'spammy', 'ViZDoom', 'langflow', 'PySyft', 'numpy', 'lightly', 'retro', 'ray', 'pydantic', 'pytensor', 'mlflow', 'pytorch', 'streamlit', 'feast', 'rasa', 'mindsdb', 'superset', 'gradio', 'transformers', 'pattern', 'AutoViz', 'Auto_ViML']"
